"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"West Hartford School District","900382590","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","2.1"
"West Hartford School District","900382590","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","24.5"
"West Hartford School District","900382590","2010-2011","Non-Special Education","Other Count","Number","32"
"West Hartford School District","900382590","2010-2011","Special Education","Other Count","Number","8"
"West Hartford School District","900382590","2010-2011","Non-Special Education","Other Rate","Percent","4.4"
"West Hartford School District","900382590","2010-2011","Special Education","Other Rate","Percent","7.8"
"West Hartford School District","900382590","2011-2012","Non-Special Education","Total Cohort Count","Number","661"
"West Hartford School District","900382590","2011-2012","Special Education","Total Cohort Count","Number","92"
"West Hartford School District","900382590","2011-2012","Non-Special Education","Four Year Graduation Count","Number","627"
"West Hartford School District","900382590","2011-2012","Special Education","Four Year Graduation Count","Number","71"
"West Hartford School District","900382590","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","94.9"
"West Hartford School District","900382590","2011-2012","Special Education","Four Year Graduation Rate","Percent","77.2"
"West Hartford School District","900382590","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","13"
"West Hartford School District","900382590","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","15"
"West Hartford School District","900382590","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","2.0"
"West Hartford School District","900382590","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","16.3"
"West Hartford School District","900382590","2011-2012","Non-Special Education","Other Count","Number","21"
"West Hartford School District","900382590","2011-2012","Special Education","Other Count","Number","6"
"West Hartford School District","900382590","2011-2012","Non-Special Education","Other Rate","Percent","3.2"
"West Hartford School District","900382590","2011-2012","Special Education","Other Rate","Percent","6.5"
"West Hartford School District","900382590","2012-2013","Non-Special Education","Total Cohort Count","Number","747"
"West Hartford School District","900382590","2012-2013","Special Education","Total Cohort Count","Number","88"
"West Hartford School District","900382590","2012-2013","Non-Special Education","Four Year Graduation Count","Number","709"
"West Hartford School District","900382590","2012-2013","Special Education","Four Year Graduation Count","Number","69"
"West Hartford School District","900382590","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","94.9"
"West Hartford School District","900382590","2012-2013","Special Education","Four Year Graduation Rate","Percent","78.4"
"West Hartford School District","900382590","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","10"
"West Hartford School District","900382590","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","14"
"West Hartford School District","900382590","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","1.3"
"West Hartford School District","900382590","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","15.9"
"West Hartford School District","900382590","2012-2013","Non-Special Education","Other Count","Number","-9999"
"West Hartford School District","900382590","2012-2013","Special Education","Other Count","Number","-9999"
"West Hartford School District","900382590","2012-2013","Non-Special Education","Other Rate","Percent","-9999"
"West Hartford School District","900382590","2012-2013","Special Education","Other Rate","Percent","-9999"
"West Hartford School District","900382590","2013-2014","Non-Special Education","Total Cohort Count","Number","649"
"West Hartford School District","900382590","2013-2014","Special Education","Total Cohort Count","Number","92"
"West Hartford School District","900382590","2013-2014","Non-Special Education","Four Year Graduation Count","Number","635"
"West Hartford School District","900382590","2013-2014","Special Education","Four Year Graduation Count","Number","62"
"West Hartford School District","900382590","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","97.8"
"West Hartford School District","900382590","2013-2014","Special Education","Four Year Graduation Rate","Percent","67.4"
"West Hartford School District","900382590","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2013-2014","Non-Special Education","Other Count","Number","10"
"West Hartford School District","900382590","2013-2014","Special Education","Other Count","Number","8"
"West Hartford School District","900382590","2013-2014","Non-Special Education","Other Rate","Percent","1.5"
"West Hartford School District","900382590","2013-2014","Special Education","Other Rate","Percent","8.7"
"West Hartford School District","900382590","2014-2015","Non-Special Education","Total Cohort Count","Number","631"
"West Hartford School District","900382590","2014-2015","Special Education","Total Cohort Count","Number","107"
"West Hartford School District","900382590","2014-2015","Non-Special Education","Four Year Graduation Count","Number","616"
"West Hartford School District","900382590","2014-2015","Special Education","Four Year Graduation Count","Number","72"
"West Hartford School District","900382590","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","97.6"
"West Hartford School District","900382590","2014-2015","Special Education","Four Year Graduation Rate","Percent","67.3"
"West Hartford School District","900382590","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"West Hartford School District","900382590","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"West Hartford School District","900382590","2014-2015","Non-Special Education","Other Count","Number","10"
"West Hartford School District","900382590","2014-2015","Special Education","Other Count","Number","12"
"West Hartford School District","900382590","2014-2015","Non-Special Education","Other Rate","Percent","1.6"
"West Hartford School District","900382590","2014-2015","Special Education","Other Rate","Percent","11.2"
"West Haven School District","900982870","2010-2011","Non-Special Education","Total Cohort Count","Number","418"
"West Haven School District","900982870","2010-2011","Special Education","Total Cohort Count","Number","42"
"West Haven School District","900982870","2010-2011","Non-Special Education","Four Year Graduation Count","Number","291"
"West Haven School District","900982870","2010-2011","Special Education","Four Year Graduation Count","Number","22"
"West Haven School District","900982870","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","69.6"
"West Haven School District","900982870","2010-2011","Special Education","Four Year Graduation Rate","Percent","52.4"
"West Haven School District","900982870","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","23"
"West Haven School District","900982870","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","9"
"West Haven School District","900982870","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","5.5"
"West Haven School District","900982870","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","21.4"
"West Haven School District","900982870","2010-2011","Non-Special Education","Other Count","Number","104"
"West Haven School District","900982870","2010-2011","Special Education","Other Count","Number","11"
"West Haven School District","900982870","2010-2011","Non-Special Education","Other Rate","Percent","24.9"
"West Haven School District","900982870","2010-2011","Special Education","Other Rate","Percent","26.2"
"West Haven School District","900982870","2011-2012","Non-Special Education","Total Cohort Count","Number","342"
"West Haven School District","900982870","2011-2012","Special Education","Total Cohort Count","Number","49"
"West Haven School District","900982870","2011-2012","Non-Special Education","Four Year Graduation Count","Number","258"
"West Haven School District","900982870","2011-2012","Special Education","Four Year Graduation Count","Number","24"
"West Haven School District","900982870","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","75.4"
"West Haven School District","900982870","2011-2012","Special Education","Four Year Graduation Rate","Percent","49.0"
"West Haven School District","900982870","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","7"
"West Haven School District","900982870","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","10"
"West Haven School District","900982870","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","2.0"
"West Haven School District","900982870","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","20.4"
"West Haven School District","900982870","2011-2012","Non-Special Education","Other Count","Number","77"
"West Haven School District","900982870","2011-2012","Special Education","Other Count","Number","15"
"West Haven School District","900982870","2011-2012","Non-Special Education","Other Rate","Percent","22.5"
"West Haven School District","900982870","2011-2012","Special Education","Other Rate","Percent","30.6"
"West Haven School District","900982870","2012-2013","Non-Special Education","Total Cohort Count","Number","397"
"West Haven School District","900982870","2012-2013","Special Education","Total Cohort Count","Number","42"
"West Haven School District","900982870","2012-2013","Non-Special Education","Four Year Graduation Count","Number","284"
"West Haven School District","900982870","2012-2013","Special Education","Four Year Graduation Count","Number","22"
"West Haven School District","900982870","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","71.5"
"West Haven School District","900982870","2012-2013","Special Education","Four Year Graduation Rate","Percent","52.4"
"West Haven School District","900982870","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","22"
"West Haven School District","900982870","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","12"
"West Haven School District","900982870","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","5.5"
"West Haven School District","900982870","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","28.6"
"West Haven School District","900982870","2012-2013","Non-Special Education","Other Count","Number","91"
"West Haven School District","900982870","2012-2013","Special Education","Other Count","Number","8"
"West Haven School District","900982870","2012-2013","Non-Special Education","Other Rate","Percent","22.9"
"West Haven School District","900982870","2012-2013","Special Education","Other Rate","Percent","19.0"
"West Haven School District","900982870","2013-2014","Non-Special Education","Total Cohort Count","Number","375"
"West Haven School District","900982870","2013-2014","Special Education","Total Cohort Count","Number","49"
"West Haven School District","900982870","2013-2014","Non-Special Education","Four Year Graduation Count","Number","291"
"West Haven School District","900982870","2013-2014","Special Education","Four Year Graduation Count","Number","21"
"West Haven School District","900982870","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","77.6"
"West Haven School District","900982870","2013-2014","Special Education","Four Year Graduation Rate","Percent","42.9"
"West Haven School District","900982870","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","24"
"West Haven School District","900982870","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","16"
"West Haven School District","900982870","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","6.4"
"West Haven School District","900982870","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","32.7"
"West Haven School District","900982870","2013-2014","Non-Special Education","Other Count","Number","60"
"West Haven School District","900982870","2013-2014","Special Education","Other Count","Number","12"
"West Haven School District","900982870","2013-2014","Non-Special Education","Other Rate","Percent","16.0"
"West Haven School District","900982870","2013-2014","Special Education","Other Rate","Percent","24.5"
"West Haven School District","900982870","2014-2015","Non-Special Education","Total Cohort Count","Number","377"
"West Haven School District","900982870","2014-2015","Special Education","Total Cohort Count","Number","47"
"West Haven School District","900982870","2014-2015","Non-Special Education","Four Year Graduation Count","Number","302"
"West Haven School District","900982870","2014-2015","Special Education","Four Year Graduation Count","Number","27"
"West Haven School District","900982870","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","80.1"
"West Haven School District","900982870","2014-2015","Special Education","Four Year Graduation Rate","Percent","57.4"
"West Haven School District","900982870","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","9"
"West Haven School District","900982870","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","10"
"West Haven School District","900982870","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","2.4"
"West Haven School District","900982870","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","21.3"
"West Haven School District","900982870","2014-2015","Non-Special Education","Other Count","Number","66"
"West Haven School District","900982870","2014-2015","Special Education","Other Count","Number","10"
"West Haven School District","900982870","2014-2015","Non-Special Education","Other Rate","Percent","17.5"
"West Haven School District","900982870","2014-2015","Special Education","Other Rate","Percent","21.3"
"Weston School District","900183430","2010-2011","Non-Special Education","Total Cohort Count","Number","182"
"Weston School District","900183430","2010-2011","Special Education","Total Cohort Count","Number","13"
"Weston School District","900183430","2010-2011","Non-Special Education","Four Year Graduation Count","Number","181"
"Weston School District","900183430","2010-2011","Special Education","Four Year Graduation Count","Number","11"
"Weston School District","900183430","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","99.5"
"Weston School District","900183430","2010-2011","Special Education","Four Year Graduation Rate","Percent","84.6"
"Weston School District","900183430","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2010-2011","Non-Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2010-2011","Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2010-2011","Non-Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2010-2011","Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2011-2012","Non-Special Education","Total Cohort Count","Number","170"
"Weston School District","900183430","2011-2012","Special Education","Total Cohort Count","Number","21"
"Weston School District","900183430","2011-2012","Non-Special Education","Four Year Graduation Count","Number","170"
"Weston School District","900183430","2011-2012","Special Education","Four Year Graduation Count","Number","20"
"Weston School District","900183430","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","100.0"
"Weston School District","900183430","2011-2012","Special Education","Four Year Graduation Rate","Percent","95.2"
"Weston School District","900183430","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2011-2012","Non-Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2011-2012","Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2011-2012","Non-Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2011-2012","Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2012-2013","Non-Special Education","Total Cohort Count","Number","186"
"Weston School District","900183430","2012-2013","Special Education","Total Cohort Count","Number","22"
"Weston School District","900183430","2012-2013","Non-Special Education","Four Year Graduation Count","Number","186"
"Weston School District","900183430","2012-2013","Special Education","Four Year Graduation Count","Number","20"
"Weston School District","900183430","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","100.0"
"Weston School District","900183430","2012-2013","Special Education","Four Year Graduation Rate","Percent","90.9"
"Weston School District","900183430","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2012-2013","Non-Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2012-2013","Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2012-2013","Non-Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2012-2013","Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2013-2014","Non-Special Education","Total Cohort Count","Number","162"
"Weston School District","900183430","2013-2014","Special Education","Total Cohort Count","Number","18"
"Weston School District","900183430","2013-2014","Non-Special Education","Four Year Graduation Count","Number","161"
"Weston School District","900183430","2013-2014","Special Education","Four Year Graduation Count","Number","14"
"Weston School District","900183430","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","99.4"
"Weston School District","900183430","2013-2014","Special Education","Four Year Graduation Rate","Percent","77.8"
"Weston School District","900183430","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2013-2014","Non-Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2013-2014","Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2013-2014","Non-Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2013-2014","Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2014-2015","Non-Special Education","Total Cohort Count","Number","143"
"Weston School District","900183430","2014-2015","Special Education","Total Cohort Count","Number","24"
"Weston School District","900183430","2014-2015","Non-Special Education","Four Year Graduation Count","Number","142"
"Weston School District","900183430","2014-2015","Special Education","Four Year Graduation Count","Number","19"
"Weston School District","900183430","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","99.3"
"Weston School District","900183430","2014-2015","Special Education","Four Year Graduation Rate","Percent","79.2"
"Weston School District","900183430","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Weston School District","900183430","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Weston School District","900183430","2014-2015","Non-Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2014-2015","Special Education","Other Count","Number","-9999"
"Weston School District","900183430","2014-2015","Non-Special Education","Other Rate","Percent","-9999"
"Weston School District","900183430","2014-2015","Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2010-2011","Non-Special Education","Total Cohort Count","Number","419"
"Westport School District","900183500","2010-2011","Special Education","Total Cohort Count","Number","56"
"Westport School District","900183500","2010-2011","Non-Special Education","Four Year Graduation Count","Number","413"
"Westport School District","900183500","2010-2011","Special Education","Four Year Graduation Count","Number","46"
"Westport School District","900183500","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","98.6"
"Westport School District","900183500","2010-2011","Special Education","Four Year Graduation Rate","Percent","82.1"
"Westport School District","900183500","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2010-2011","Non-Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2010-2011","Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2010-2011","Non-Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2010-2011","Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2011-2012","Non-Special Education","Total Cohort Count","Number","367"
"Westport School District","900183500","2011-2012","Special Education","Total Cohort Count","Number","62"
"Westport School District","900183500","2011-2012","Non-Special Education","Four Year Graduation Count","Number","363"
"Westport School District","900183500","2011-2012","Special Education","Four Year Graduation Count","Number","57"
"Westport School District","900183500","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","98.9"
"Westport School District","900183500","2011-2012","Special Education","Four Year Graduation Rate","Percent","91.9"
"Westport School District","900183500","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2011-2012","Non-Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2011-2012","Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2011-2012","Non-Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2011-2012","Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2012-2013","Non-Special Education","Total Cohort Count","Number","410"
"Westport School District","900183500","2012-2013","Special Education","Total Cohort Count","Number","56"
"Westport School District","900183500","2012-2013","Non-Special Education","Four Year Graduation Count","Number","408"
"Westport School District","900183500","2012-2013","Special Education","Four Year Graduation Count","Number","52"
"Westport School District","900183500","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","99.5"
"Westport School District","900183500","2012-2013","Special Education","Four Year Graduation Rate","Percent","92.9"
"Westport School District","900183500","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2012-2013","Non-Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2012-2013","Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2012-2013","Non-Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2012-2013","Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2013-2014","Non-Special Education","Total Cohort Count","Number","386"
"Westport School District","900183500","2013-2014","Special Education","Total Cohort Count","Number","66"
"Westport School District","900183500","2013-2014","Non-Special Education","Four Year Graduation Count","Number","384"
"Westport School District","900183500","2013-2014","Special Education","Four Year Graduation Count","Number","58"
"Westport School District","900183500","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","99.5"
"Westport School District","900183500","2013-2014","Special Education","Four Year Graduation Rate","Percent","87.9"
"Westport School District","900183500","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2013-2014","Non-Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2013-2014","Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2013-2014","Non-Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2013-2014","Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2014-2015","Non-Special Education","Total Cohort Count","Number","412"
"Westport School District","900183500","2014-2015","Special Education","Total Cohort Count","Number","50"
"Westport School District","900183500","2014-2015","Non-Special Education","Four Year Graduation Count","Number","411"
"Westport School District","900183500","2014-2015","Special Education","Four Year Graduation Count","Number","45"
"Westport School District","900183500","2014-2015","Non-Special Education","Four Year Graduation Rate","Percent","99.8"
"Westport School District","900183500","2014-2015","Special Education","Four Year Graduation Rate","Percent","90.0"
"Westport School District","900183500","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Westport School District","900183500","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Westport School District","900183500","2014-2015","Non-Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2014-2015","Special Education","Other Count","Number","-9999"
"Westport School District","900183500","2014-2015","Non-Special Education","Other Rate","Percent","-9999"
"Westport School District","900183500","2014-2015","Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2010-2011","Non-Special Education","Total Cohort Count","Number","281"
"Wethersfield School District","900384900","2010-2011","Special Education","Total Cohort Count","Number","24"
"Wethersfield School District","900384900","2010-2011","Non-Special Education","Four Year Graduation Count","Number","264"
"Wethersfield School District","900384900","2010-2011","Special Education","Four Year Graduation Count","Number","14"
"Wethersfield School District","900384900","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","94.0"
"Wethersfield School District","900384900","2010-2011","Special Education","Four Year Graduation Rate","Percent","58.3"
"Wethersfield School District","900384900","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2010-2011","Non-Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2010-2011","Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2010-2011","Non-Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2010-2011","Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2011-2012","Non-Special Education","Total Cohort Count","Number","266"
"Wethersfield School District","900384900","2011-2012","Special Education","Total Cohort Count","Number","26"
"Wethersfield School District","900384900","2011-2012","Non-Special Education","Four Year Graduation Count","Number","247"
"Wethersfield School District","900384900","2011-2012","Special Education","Four Year Graduation Count","Number","17"
"Wethersfield School District","900384900","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","92.9"
"Wethersfield School District","900384900","2011-2012","Special Education","Four Year Graduation Rate","Percent","65.4"
"Wethersfield School District","900384900","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","6"
"Wethersfield School District","900384900","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","6"
"Wethersfield School District","900384900","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","2.3"
"Wethersfield School District","900384900","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","23.1"
"Wethersfield School District","900384900","2011-2012","Non-Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2011-2012","Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2011-2012","Non-Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2011-2012","Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2012-2013","Non-Special Education","Total Cohort Count","Number","242"
"Wethersfield School District","900384900","2012-2013","Special Education","Total Cohort Count","Number","28"
"Wethersfield School District","900384900","2012-2013","Non-Special Education","Four Year Graduation Count","Number","231"
"Wethersfield School District","900384900","2012-2013","Special Education","Four Year Graduation Count","Number","13"
"Wethersfield School District","900384900","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","95.5"
"Wethersfield School District","900384900","2012-2013","Special Education","Four Year Graduation Rate","Percent","46.4"
"Wethersfield School District","900384900","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2012-2013","Non-Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2012-2013","Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2012-2013","Non-Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2012-2013","Special Education","Other Rate","Percent","-9999"
"Wethersfield School District","900384900","2013-2014","Non-Special Education","Total Cohort Count","Number","278"
"Wethersfield School District","900384900","2013-2014","Special Education","Total Cohort Count","Number","29"
"Wethersfield School District","900384900","2013-2014","Non-Special Education","Four Year Graduation Count","Number","265"
"Wethersfield School District","900384900","2013-2014","Special Education","Four Year Graduation Count","Number","17"
"Wethersfield School District","900384900","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","95.3"
"Wethersfield School District","900384900","2013-2014","Special Education","Four Year Graduation Rate","Percent","58.6"
"Wethersfield School District","900384900","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-9999"
"Wethersfield School District","900384900","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-9999"
"Wethersfield School District","900384900","2013-2014","Non-Special Education","Other Count","Number","-9999"
"Wethersfield School District","900384900","2013-2014","Special Education","Other Count","Number","-9999"
